rebalance_date,AAPL,MSFT,JNJ,JPM,XOM,PG,CAT,NEE,SPY,AGG,TLT,DBC,GLD,VNQ,BIL
2008-06-30,0.021577274662503636,0.030531934684476257,0.07048535398978852,0.022452414107849292,0.024718278019042618,0.05842784979903806,0.026156173132265217,0.02997611374218724,0.03285248790747604,0.35753279903520885,0.1743295532028364,0.07182034099752052,0.05248006539577836,0.02665936132402911,0.0
2008-09-30,0.019331023713552883,0.030608593454794372,0.0703548468326549,0.01658936061516556,0.02501524321303573,0.05798801277414535,0.027984315136563607,0.03057392939358013,0.03127467152274103,0.5232655548200266,1.0000000000197058e-06,0.055937709151346035,0.08636026854140487,0.02471547083098901,0.0
2008-12-31,0.02034181697470698,0.02029699302582487,0.033955897849200355,0.01632585575672789,0.017249812103780016,0.03401855400389421,0.018542423513574487,0.02067889625304989,0.020462581066845606,0.23419911368534244,5.551445703414328e-07,0.0384759936667905,0.06537961884847425,0.015216458448650856,0.4448554296585673
2009-03-31,0.020264303370806255,0.01935581212774107,0.034593951545738424,0.01335627818336932,0.017599324186769225,0.03346739524936275,0.0171608703861921,0.021537304423686413,0.019851327795395092,0.233823585277022,5.499143079343232e-07,0.03578218831757364,0.06941852614803636,0.013702891008322728,0.4500856920656767
2009-06-30,0.021202804263269943,0.020167876777453613,0.03649667252897824,0.013155623658472998,0.01857313925884497,0.03402079862171012,0.01713717262679642,0.022871063071654964,0.02039776649807798,0.24589573031854872,5.7108915677445e-07,0.03566146088136236,0.07201385474274657,0.013494622437376433,0.42891084322554984
2009-09-30,0.022048155021472785,0.021011348862713743,0.03812978102161432,0.013721064806746482,0.019514856370614182,0.035436733379575425,0.01734153697724496,0.024058165112497643,0.021270857582126327,0.2625552303430256,5.994869466171179e-07,0.03634341697147667,0.07408539957930835,0.013969801101755025,0.4005130533828818
2009-12-31,0.02274236032834821,0.02204234370378135,0.039723024231767906,0.014220027644698383,0.020418323322983753,0.03634908261509904,0.01779429904156378,0.025019845597669513,0.02207820716431765,0.27658497577507607,6.222664112835606e-07,0.03713450691750599,0.07365694270893462,0.014501849965403065,0.37773358871643936
2010-03-31,0.023268081402713532,0.02280427057736983,0.04097947215034805,0.014695896625983824,0.021193345641971045,0.03759397221854249,0.018225284071163406,0.025884827622736015,0.022824563309016457,0.2900041423605824,6.433365498967639e-07,0.03774195516069337,0.07302688508652812,0.015093210332565315,0.3566634501032362
2010-06-30,0.02312778704178867,0.02301857294699214,0.041470903884398974,0.014982901494638603,0.021595232187504927,0.03818075042195768,0.018108342496973417,0.026429886078407044,0.022974752100102216,0.30429875520837973,6.625411998937173e-07,0.03746821861076971,0.07560952634389254,0.01527490853432272,0.3374588001086718
2010-09-30,0.023563337238448705,0.02303499495883625,0.04148829095814574,0.014962665588755556,0.021932067194592897,0.03830804725954661,0.018068798308602058,0.027071406693728338,0.022986974540133737,0.30446132963056877,6.641761157939381e-07,0.03674579115834334,0.07627848991422181,0.015273258148862769,0.33582388423109766
2010-12-31,0.024070285260246755,0.02334497082911669,0.04120389801044608,0.014995559689090256,0.02227502488229912,0.03834134347608985,0.018091862218202203,0.027210352925571616,0.023150551797074693,0.29600098355760646,6.57053056629544e-07,0.03598121835749168,0.07708540793540283,0.01530094062252183,0.34294694338578324
