rebalance_date,AAPL,MSFT,JNJ,JPM,XOM,PG,CAT,NEE,SPY,AGG,TLT,DBC,GLD,VNQ,BIL
2008-06-30,0.0,0.01534474505109933,0.12291729844964536,0.0,0.0,0.07357238582705918,0.0,0.0,0.019206470364498872,0.25,0.16263576947254177,0.07475418715147608,0.014555759726518796,0.017013383957160694,0.25
2008-09-30,0.0,0.013660204764796841,0.10741150572719307,0.0,0.0,0.0500901516400571,0.00024202099781843608,0.0,0.0418485110748806,0.25,0.18312072982502287,0.051376739526979895,0.04038099397060584,0.011869142472645469,0.25000000000000006
2008-12-31,0.01290488036697916,0.0,0.04688005873211427,0.021258721093727194,0.0,0.06411231369072315,0.0,0.0,0.0,0.24999999999999997,0.25,0.05134299369877113,0.05350103241768517,0.0,0.25
2009-03-31,0.01730416789066322,0.0,0.04955108755481839,0.009312471448352318,0.0,0.07278244566218381,0.0,0.0,0.0,0.24999999999999994,0.24999999999999994,0.04999292274902429,0.051056904694957994,0.0,0.24999999999999994
2009-06-30,0.019847903343339007,0.0,0.052856905458902995,0.006300317331933709,0.0,0.0706253296565593,0.0,0.0,0.0,0.25,0.25,0.05226100814554078,0.048108536063724235,0.0,0.25
2009-09-30,0.020045076188967538,0.0,0.0634018743702017,0.007211031526662146,0.0,0.06220952691456352,0.0,0.0,0.0,0.25,0.24095227557558546,0.05056169119101324,0.05561852423300642,0.0,0.25
2009-12-31,0.020063254633975805,0.0,0.07072680993865992,0.006863276729163678,0.0,0.05907175555777562,0.0,0.0,0.0,0.25000000000000006,0.23925495626801782,0.04915040181746567,0.054869545054941515,0.0,0.25000000000000006
2010-03-31,0.02003222949159419,0.0,0.07245905277002904,0.006624271758319839,0.0,0.05909139490268039,0.0,0.0,0.0,0.25000000000000006,0.2391303322429624,0.048344589394778065,0.05431812943963614,0.0,0.25000000000000006
2010-06-30,0.018082759156651376,0.0,0.0742609856247336,0.007131510623429214,0.0,0.06023446471095173,0.0,0.0,0.0,0.25,0.23689239115097857,0.05082618637070338,0.052571702362552146,0.0,0.24999999999999997
2010-09-30,0.019926380012651984,0.0,0.07777884070134058,0.006609579375130341,0.0,0.062097625587045076,0.0,0.0,0.0,0.25,0.22974682237851995,0.0486049314833821,0.055235820461929964,0.0,0.25
2010-12-31,0.01950372622555702,0.0,0.08099414732041167,0.00478054829611365,0.0,0.06425953760311617,0.0,0.0,0.0,0.25000000000000006,0.22566120663135916,0.05028543365656514,0.05451540026687713,0.0,0.25000000000000006
2011-03-31,0.02511184165091301,0.0,0.08040348833674339,0.0030733229817792385,0.0,0.0606511941799655,0.0,0.0,0.0,0.25,0.22655890733620765,0.04874212376099336,0.05545912175339793,0.0,0.25
2011-06-30,0.027384993335691023,0.0,0.07228778761256083,0.0026333537647133037,0.0,0.060984671798241026,0.0,0.0,0.0,0.25,0.22493845422026906,0.04902505014254974,0.0627456891259751,0.0,0.25
2011-09-30,0.026734549872552676,0.0,0.08610529303559564,0.0,0.0,0.0661361839769311,0.0,0.0,0.0,0.25,0.21269189159393592,0.05248685014985844,0.055845231371126264,0.0,0.25
2011-12-30,0.007016743785228253,0.005655808735272102,0.12568241962042484,0.0,0.011124610635601719,0.05777909337602881,0.0,0.04023093273679496,0.0,0.24999999999999994,0.16355731797058506,0.03287616948085548,0.05607690365920885,0.0,0.24999999999999997
2012-03-30,0.006071149231846389,0.019711961139653827,0.13707943483190743,0.0,0.004847788218178797,0.05764798828101488,0.0,0.04397265304056883,0.0,0.25,0.15718332850122058,0.034038088405160115,0.039447608350449234,0.0,0.25
2012-06-29,0.0,0.021234354541733287,0.1341857762762935,0.0,0.0015024537560034312,0.06140189654701947,0.0,0.03925074406561499,0.01510195254051654,0.24999999999999997,0.16265172918328064,0.03351421171723693,0.03115688137230131,0.0,0.25
2012-09-28,0.0,0.02000059156191546,0.13016172136725218,0.0,0.0039497943992018525,0.07390737406422365,0.0,0.025854725381794286,0.019682143060843385,0.24999999999999994,0.16880450019975504,0.038373920047114506,0.01926522991789964,0.0,0.24999999999999994
2012-12-31,0.0,0.0074828641687504065,0.12228567977042744,0.0,0.002304861943643752,0.0797662401034583,0.0,0.031643072824098124,0.026809784008542666,0.25,0.16632821564710007,0.04203498495272144,0.021344296581257825,0.0,0.25
2013-03-28,0.0,0.009186133310553504,0.11620185819801836,0.0,0.0,0.07941073867212564,0.0,0.03397608583701002,0.02782495043039046,0.25000000000000006,0.163881258584093,0.04666814612398758,0.02285082884382139,0.0,0.25000000000000006
2013-06-28,0.006175946192709395,0.015161822705408654,0.11066785250182797,0.0,0.0012116374505376833,0.0665046190007659,0.0,0.04522167798593171,0.02313649737013627,0.25,0.1627575078784131,0.05346490267783715,0.01569753623643223,0.0,0.25
2013-09-30,0.010031726923798792,0.014297346317492032,0.12030972889072274,0.0,0.0003553046386492983,0.060985011411086025,0.0,0.03215712133639565,0.02575038815984615,0.25,0.16500477498163418,0.06730496728152903,0.003803630058846124,0.0,0.25
2013-12-31,0.011758414027816735,0.011618596856511771,0.09796125356909906,0.0018893524559216574,0.0049175873705556445,0.05363331787953339,0.0,0.023274689788732497,0.03905621755100388,0.25,0.17400460665504638,0.08106280991631694,0.0008231539294620949,0.0,0.25
2014-03-31,0.015127004223011744,0.008681338308259796,0.09353014139264182,0.007052899810558215,0.0033580176173546145,0.0575316258499741,0.0,0.028166232331959976,0.024562813829947242,0.24999999999999997,0.17371025423340178,0.08827967240289078,0.0,0.0,0.24999999999999997
2014-06-30,0.013561841736722422,0.006499469959316097,0.09591794473368799,0.006695503169021379,0.013459104626301456,0.05596338326816395,0.0,0.010297760515852955,0.02383043042076257,0.25,0.17279865359685162,0.10097590797331957,0.0,0.0,0.25
2014-09-30,0.015200434284423333,0.009361208640022281,0.08642279583206865,0.006366379001352271,0.022747004745036666,0.04643552799683307,0.0,0.0,0.039692780394753796,0.25,0.17270304138128093,0.10107082772422905,0.0,0.0,0.25
